lemme,cgram,gender,freqlivres_total,french_formatted,english
noeud,NOM,m,24.26,le noeud,the knot
encadrer,VER,,24.26,encadrer,frame
précision,NOM,f,24.26,la précision,precision
salade,NOM,f,24.26,la salade,the salad
plaie,NOM,f,24.25,la plaie,the wound
station,NOM,f,24.25,la station,the station
ride,NOM,f,24.25,la ride,the laugh
bavarder,VER,,24.2,bavarder,to chat
touriste,NOM,m,24.19,le touriste,the tourist
kilo,NOM,m,24.19,le kilo,and a kilo
ironie,NOM,f,24.19,la ironie,the irony
identité,NOM,f,24.19,la identité,the identity
naïf,ADJ,,24.18,naïf,naive
brouiller,VER,,24.13,brouiller,blur
garage,NOM,m,24.12,le garage,the garage
construction,NOM,f,24.12,la construction,construction
intimité,NOM,f,24.12,la intimité,the privacy
flatter,VER,,24.08,flatter,flatter
hâter,VER,,24.07,hâter,to hurry
exploser,VER,,24.07,exploser,explode
singulier,ADJ,,24.06,singulier,singular
scandale,NOM,m,24.06,le scandale,the scandal
polonais,ADJ,,24.06,polonais,Polish
seau,NOM,m,24.05,le seau,the bucket
stupeur,NOM,f,24.05,la stupeur,the stupor
flaque,NOM,f,23.99,la flaque,the puddle
néant,NOM,m,23.99,le néant,nothingness
visiblement,ADV,,23.99,visiblement,visibly
plastique,NOM,m,23.92,le plastique,plastic
joueur,NOM,m,23.91,le joueur,the player
tournée,NOM,f,23.86,la tournée,the tour
banlieue,NOM,f,23.85,la banlieue,the suburbs
douche,NOM,f,23.85,la douche,the shower
perle,NOM,f,23.85,la perle,the pearl
romain,ADJ,,23.85,romain,romain
expédier,VER,,23.8,expédier,ship
métallique,ADJ,,23.79,métallique,metallic
économie,NOM,f,23.78,la économie,the economy
accès,NOM,m,23.78,le accès,the access
énerver,VER,,23.74,énerver,to annoy
naguère,ADV,,23.72,naguère,formerly
généreux,ADJ,,23.72,généreux,generous
désastre,NOM,m,23.71,le désastre,the disaster
feuillage,NOM,m,23.71,le feuillage,the foliage
ordonnance,NOM,f,23.65,la ordonnance,the order
pincer,VER,,23.65,pincer,pincer
étape,NOM,f,23.65,la étape,the step (i.e. a stage or section)
sergent,NOM,m,23.65,le sergent,the sergeant
détendre,VER,,23.61,détendre,relax
nier,VER,,23.6,nier,nier
fourrer,VER,,23.59,fourrer,stuff
ardent,ADJ,,23.58,ardent,ardent
là-dedans,ADV,,23.58,là-dedans,in there
soupçon,NOM,m,23.58,le soupçon,the suspicion
mâchoire,NOM,f,23.58,la mâchoire,the jaw
exécution,NOM,f,23.52,la exécution,the execution
chêne,NOM,m,23.52,le chêne,the oak
duc,NOM,m,23.52,le duc,the duke
raisonnable,ADJ,,23.51,raisonnable,reasonable
définitivement,ADV,,23.51,définitivement,definitely
jeudi,NOM,m,23.51,le jeudi,the Thursday
influence,NOM,f,23.51,la influence,the influence
élégance,NOM,f,23.51,la élégance,the elegance
excuse,NOM,f,23.51,la excuse,the excuse
boucler,VER,,23.47,boucler,buckle up
récent,ADJ,,23.450000000000003,récent,recent
réagir,VER,,23.45,réagir,react
isoler,VER,,23.45,isoler,isolate
ébranler,VER,,23.45,ébranler,shake
souriant,ADJ,,23.45,souriant,smiling
légume,NOM,m,23.44,le légume,the vegetable
fatal,ADJ,,23.39,fatal,fatal
disparition,NOM,f,23.380000000000003,la disparition,the disappearance
exemplaire,ADJ,,23.380000000000003,exemplaire,copy
roche,NOM,f,23.38,la roche,the rock
écrit,NOM,m,23.38,le écrit,the writing
indispensable,ADJ,,23.38,indispensable,indispensable
capital,NOM,m,23.38,le capital,capital
vomir,VER,,23.35,vomir,to vomit
calculer,VER,,23.34,calculer,calculate
agenouiller,VER,,23.33,agenouiller,kneel
instituteur,NOM,m,23.32,le instituteur,the teacher
susciter,VER,,23.32,susciter,to arouse
étonné,ADJ,,23.31,étonné,surprised
écran,NOM,m,23.31,le écran,the screen
interdit,ADJ,,23.31,interdit,forbidden
vanter,VER,,23.27,vanter,boast
la plupart,PRO:ind,,23.24,la plupart,most
descente,NOM,f,23.24,la descente,the descent
courbe,NOM,f,23.23,la courbe,the curve
tousser,VER,,23.2,tousser,to cough
redoutable,ADJ,,23.18,redoutable,formidable
grossier,ADJ,,23.17,grossier,rude
européen,ADJ,,23.17,européen,European
ruban,NOM,m,23.17,le ruban,the ribbon
demi-heure,NOM,f,23.17,la demi-heure,half an hour
cru,ADJ,,23.17,cru,raw
bloquer,VER,,23.12,bloquer,to block
amical,ADJ,,23.12,amical,friendly
lécher,VER,,23.12,lécher,hole
urgence,NOM,f,23.110000000000003,la urgence,the emergency
fiancé,NOM,m,23.11,le fiancé,the fiancé
signal,NOM,m,23.11,le signal,the signal
dimension,NOM,f,23.11,la dimension,the size
brutalement,ADV,,23.11,brutalement,abruptly
enseigner,VER,,23.07,enseigner,teach
jus,NOM,m,23.04,le jus,the juice
enceinte,ADJ,,23.04,enceinte,pregnant
haleine,NOM,f,23.04,la haleine,breath
suprême,ADJ,,22.98,suprême,supreme
fillette,NOM,f,22.97,la fillette,the little girl
portail,NOM,m,22.97,le portail,the portal
multiplier,VER,,22.92,multiplier,multiplier
déclencher,VER,,22.92,déclencher,to release
subtil,ADJ,,22.91,subtil,subtle
poubelle,NOM,f,22.91,la poubelle,the dustbin
renseignement,NOM,m,22.91,le renseignement,intelligence
cathédrale,NOM,f,22.9,la cathédrale,the cathedral
planète,NOM,f,22.9,la planète,the planet
barrière,NOM,f,22.9,la barrière,the fence
diamant,NOM,m,22.9,le diamant,the diamond
doubler,VER,,22.86,doubler,to overtake
dépêcher,VER,,22.85,dépêcher,hurry up
mélanger,VER,,22.85,mélanger,mix
guide,NOM,m,22.840000000000003,le guide,the guide
casserole,NOM,f,22.84,la casserole,the saucepan
chaussette,NOM,f,22.84,la chaussette,the sock
vocation,NOM,f,22.83,la vocation,the vocation
cassé,ADJ,,22.83,cassé,broken
égarer,VER,,22.8,égarer,to misplace
reconnaissance,NOM,f,22.77,la reconnaissance,recognition
machinalement,ADV,,22.77,machinalement,mechanically
boeuf,NOM,m,22.77,le boeuf,the beef
rater,VER,,22.75,rater,rater
coussin,NOM,m,22.71,le coussin,the cushion
issue,NOM,f,22.71,la issue,la issue
gronder,VER,,22.71,gronder,scold
blague,NOM,f,22.7,la blague,the joke
insecte,NOM,m,22.7,le insecte,the insect
acharner,VER,,22.65,acharner,to persist
chier,VER,,22.65,chier,shit
clos,ADJ,,22.64,clos,clos
plomb,NOM,m,22.63,le plomb,lead
souligner,VER,,22.59,souligner,emphasize
exagérer,VER,,22.59,exagérer,exaggerate
imaginaire,ADJ,,22.57,imaginaire,imaginary
intense,ADJ,,22.57,intense,intense
majesté,NOM,f,22.57,la majesté,the majesty
singe,NOM,m,22.57,le singe,the monkey
ressource,NOM,f,22.5,la ressource,the resource
sincère,ADJ,,22.5,sincère,sincere
lenteur,NOM,f,22.5,la lenteur,slowness
barbier,NOM,m,22.5,le barbier,the barber
février,NOM,m,22.5,le février,February
chantier,NOM,m,22.5,le chantier,the construction site
réputation,NOM,f,22.5,la réputation,reputation
affronter,VER,,22.48,affronter,to confront
enchanter,VER,,22.46,enchanter,enchanter
rechercher,VER,,22.46,rechercher,to research
parquet,NOM,m,22.43,le parquet,the parquet floor
incendie,NOM,m,22.43,le incendie,the fire
état-major,NOM,m,22.43,le état-major,the general staff
brûlé,ADJ,,22.42,brûlé,burned
hisser,VER,,22.39,hisser,hisses
rétablir,VER,,22.39,rétablir,restore
loge,NOM,f,22.37,la loge,the lodge
bague,NOM,f,22.36,la bague,the ring (jewellery)
engloutir,VER,,22.31,engloutir,to swallow
honteux,ADJ,,22.29,honteux,ashamed
séduire,VER,,22.26,séduire,seduce
refléter,VER,,22.26,refléter,reflect
mauve,ADJ,,22.24,mauve,mauve
excès,NOM,m,22.23,le excès,the excess
bonsoir,NOM,m,22.23,le bonsoir,good evening
nouvel,ADJ,,22.23,nouvel,new
section,NOM,f,22.23,la section,the section
ancêtre,NOM,m,22.23,le ancêtre,the ancestor
adjudant,NOM,m,22.23,le adjudant,the adjutant
établissement,NOM,m,22.22,le établissement,the establishment
réchauffer,VER,,22.19,réchauffer,warm
rédiger,VER,,22.18,rédiger,write
cercueil,NOM,m,22.17,le cercueil,the coffin
cheville,NOM,f,22.17,la cheville,the ankle
tige,NOM,f,22.16,la tige,the stem
totalement,ADV,,22.16,totalement,totally
richesse,NOM,f,22.16,la richesse,wealth
arrivé,ADJ,,22.16,arrivé,arrived
philosophe,NOM,m,22.16,le philosophe,the philosopher
transport,NOM,m,22.16,le transport,transport
étrangler,VER,,22.13,étrangler,strangle
brandir,VER,,22.13,brandir,brandish
amiral,NOM,m,22.11,le amiral,the admiral
disputer,VER,,22.1,disputer,to argue
couvercle,NOM,m,22.1,le couvercle,the cover
studio,NOM,m,22.090000000000003,le studio,I study them
auxquelles,PRO:rel,,22.09,auxquelles,to which
quelques-uns,PRO:ind,,22.09,quelques-uns,some
quatorze,ADJ:num,,22.09,quatorze,fourteen
véhicule,NOM,m,22.09,le véhicule,the vehicle
faubourg,NOM,m,22.09,le faubourg,the suburb
discipline,NOM,f,22.03,la discipline,in disciplines
conférence,NOM,f,22.020000000000003,la conférence,the conference
chou,NOM,m,21.97,le chou,the cabbage
immobilité,NOM,f,21.96,la immobilité,the stillness
semelle,NOM,f,21.96,la semelle,the sole
fâcher,VER,,21.96,fâcher,to get angry
république,NOM,f,21.96,la république,the republic
grotte,NOM,f,21.96,la grotte,the caves
pourrir,VER,,21.91,pourrir,rot
attribuer,VER,,21.91,attribuer,assign
bordel,NOM,m,21.9,le bordel,the mess
lâche,ADJ,,21.89,lâche,coward
poésie,NOM,f,21.89,la poésie,poetry
saigner,VER,,21.84,saigner,bleed
coiffeur,NOM,m,21.83,le coiffeur,the hairdresser
déclaration,NOM,f,21.83,la déclaration,the statement
défaite,NOM,f,21.82,la défaite,the defeat
tranche,NOM,f,21.82,la tranche,the slice
rabattre,VER,,21.8,rabattre,fold down
planquer,VER,,21.77,planquer,hide
enchaîner,VER,,21.77,enchaîner,chain
sérieusement,ADV,,21.76,sérieusement,seriously
gentiment,ADV,,21.76,gentiment,kindly
venue,NOM,f,21.76,la venue,the coming
pression,NOM,f,21.75,la pression,the pressure
informer,VER,,21.72,informer,informer
abîmer,VER,,21.71,abîmer,to damage
spectateur,NOM,m,21.7,le spectateur,the spectator
décevoir,VER,,21.7,décevoir,disappoint
amateur,NOM,m,21.69,le amateur,the amateur
puits,NOM,m,21.69,le puits,the well
simplicité,NOM,f,21.69,la simplicité,simplicity
gigantesque,ADJ,,21.69,gigantesque,gigantic
frisson,NOM,m,21.69,le frisson,the thrill
dit,ADJ,,21.68,dit,it
buter,VER,,21.64,buter,to stumble
congé,NOM,m,21.630000000000003,le congé,the day off
pointu,ADJ,,21.63,pointu,sharp
réflexe,NOM,m,21.62,le réflexe,the reflex
nôtres,PRO:pos,,21.62,nôtres,ours
joint,ADJ,,21.62,joint,joint
surpris,ADJ,,21.62,surpris,surprised
tâter,VER,,21.59,tâter,to feel
sagesse,NOM,f,21.56,la sagesse,wisdom
aveu,NOM,m,21.56,le aveu,the confession
morne,ADJ,,21.55,morne,morne
poumon,NOM,m,21.55,le poumon,the lung
aérien,ADJ,,21.49,aérien,air
rupture,NOM,f,21.49,la rupture,the breakup
feuilleter,VER,,21.49,feuilleter,browse
mignon,ADJ,,21.48,mignon,mignon
morale,NOM,f,21.48,la morale,to morals
développer,VER,,21.45,développer,develop
ballon,NOM,m,21.42,le ballon,the ball
dérisoire,ADJ,,21.42,dérisoire,derisory
fourrure,NOM,f,21.42,la fourrure,the fur
club,NOM,m,21.42,le club,the club
miens,PRO:pos,,21.42,miens,mine
recommander,VER,,21.4,recommander,recommend
buffet,NOM,m,21.36,le buffet,the buffet
passe,NOM,f,21.36,la passe,the pass
agitation,NOM,f,21.35,la agitation,the agitation
sieur,NOM,m,21.35,le sieur,the gentleman
accabler,VER,,21.3,accabler,to overwhelm
sursaut,NOM,m,21.29,le sursaut,the start
enquête,NOM,f,21.29,la enquête,the investigation
vilain,ADJ,,21.29,vilain,naughty
remarque,NOM,f,21.29,la remarque,the remark
songe,NOM,m,21.29,le songe,the dream
voeu,NOM,m,21.29,le voeu,the wish
flanquer,VER,,21.24,flanquer,to flank
discrétion,NOM,f,21.22,la discrétion,discretion
feindre,VER,,21.22,feindre,pretend
montant,NOM,m,21.22,le montant,the amount
économique,ADJ,,21.22,économique,economic
soulagement,NOM,m,21.22,le soulagement,relief
mûr,ADJ,,21.22,mûr,wall
disparu,ADJ,,21.22,disparu,disappeared
ficelle,NOM,f,21.22,la ficelle,the string
enterrement,NOM,m,21.22,le enterrement,the burial
écolier,NOM,m,21.21,le écolier,the schoolboy
traité,NOM,m,21.15,le traité,the treaty
çà,ADV,,21.15,çà,That
portefeuille,NOM,m,21.15,le portefeuille,the wallet
hostile,ADJ,,21.15,hostile,hostile
préserver,VER,,21.14,préserver,preserve
marron,ADJ,,21.09,marron,brown
torse,NOM,m,21.08,le torse,the torso
final,ADJ,,21.08,final,final
tremblant,ADJ,,21.08,tremblant,trembling
armé,ADJ,,21.08,armé,armed
malheureusement,ADV,,21.08,malheureusement,Unfortunately
moeurs,NOM,f,21.08,la moeurs,morals
serpent,NOM,m,21.08,le serpent,the snake
cerner,VER,,21.04,cerner,cerner
contrôler,VER,,21.03,contrôler,control
jouet,NOM,m,21.02,le jouet,the toy
mélancolie,NOM,f,21.02,la mélancolie,melancholy
bijoux,NOM,m,21.01,le bijoux,the jewelry
noce,NOM,f,21.01,la noce,the night
attendrir,VER,,20.97,attendrir,to soften
augmenter,VER,,20.97,augmenter,increase
incertain,ADJ,,20.95,incertain,uncertain
jet,NOM,m,20.95,le jet,the jet
prudent,ADJ,,20.95,prudent,prudent
treize,ADJ:num,,20.95,treize,thirteen
ceux-ci,PRO:dem,,20.95,ceux-ci,these
chouette,ADJ,,20.95,chouette,cool/great
charrette,NOM,f,20.94,la charrette,the cart
considérable,ADJ,,20.94,considérable,considerable
hurlement,NOM,m,20.94,le hurlement,the howl
autoriser,VER,,20.92,autoriser,authorize
allumette,NOM,f,20.880000000000003,la allumette,the match
inquiétant,ADJ,,20.880000000000003,inquiétant,worrying
monstrueux,ADJ,,20.88,monstrueux,monstrous
vedette,NOM,f,20.88,la vedette,the star (of the show)
tendance,NOM,f,20.88,la tendance,the trend
violemment,ADV,,20.88,violemment,violently
muraille,NOM,f,20.87,la muraille,the wall
baie,NOM,f,20.87,la baie,in the bathroom
débrouiller,VER,,20.85,débrouiller,to sort out
ruer,VER,,20.83,ruer,kick
émerveiller,VER,,20.82,émerveiller,to amaze
timbre,NOM,m,20.82,le timbre,the stamp
rampe,NOM,f,20.82,la rampe,the ramp
alerte,NOM,f,20.81,la alerte,the alert
loisir,NOM,m,20.81,le loisir,leisure
commentaire,NOM,m,20.81,le commentaire,the comment
nuance,NOM,f,20.81,la nuance,the nuance
sport,NOM,m,20.81,le sport,sport
ronde,NOM,f,20.81,la ronde,the round
coudre,VER,,20.77,coudre,sew
réussite,NOM,f,20.75,la réussite,success
musicien,NOM,m,20.74,le musicien,the musician
rempli,ADJ,,20.74,rempli,completed
peint,ADJ,,20.73,peint,painted
revivre,VER,,20.7,revivre,relive
actuel,ADJ,,20.68,actuel,current
marre,ADV,,20.68,marre,GET
falaise,NOM,f,20.67,la falaise,the cliff
conclusion,NOM,f,20.67,la conclusion,the conclusion
royaume,NOM,m,20.67,le royaume,the kingdom
déplaire,VER,,20.63,déplaire,to displease
échouer,VER,,20.63,échouer,to fail
propriété,NOM,f,20.61,la propriété,the property
confusion,NOM,f,20.61,la confusion,the confusion
couronne,NOM,f,20.61,la couronne,the crown
tuyau,NOM,m,20.61,le tuyau,the pipe
guise,NOM,f,20.61,la guise,the guise
chèvre,NOM,f,20.61,la chèvre,the goat
piétiner,VER,,20.61,piétiner,trample
borne,NOM,f,20.61,la borne,the borne
révélation,NOM,f,20.6,la révélation,the revelation
abîme,NOM,m,20.6,le abîme,the abyss
tentation,NOM,f,20.6,la tentation,the temptation
affoler,VER,,20.56,affoler,panic
dépouiller,VER,,20.56,dépouiller,strip
ressort,NOM,m,20.54,le ressort,the spring
salope,NOM,f,20.54,la salope,the bitch
politesse,NOM,f,20.54,la politesse,politeness
sexuel,ADJ,,20.54,sexuel,sexual
relier,VER,,20.48,relier,relate
gaffe,NOM,f,20.48,la gaffe,the gaffe
suspect,ADJ,,20.48,suspect,suspect
fourré,NOM,m,20.47,le fourré,the thicket
rangée,NOM,f,20.47,la rangée,the row
tube,NOM,m,20.47,le tube,the tube
cuire,VER,,20.43,cuire,cook
tremblement,NOM,m,20.41,le tremblement,the tremor
vigne,NOM,f,20.41,la vigne,the vine
résigner,VER,,20.36,résigner,resign
démon,NOM,m,20.34,le démon,the demon
nettement,ADV,,20.34,nettement,clearly
vis-à-vis,PRE,,20.34,vis-à-vis,vis à vis
frissonner,VER,,20.34,frissonner,shiver
cortège,NOM,m,20.34,le cortège,the procession
secteur,NOM,m,20.34,le secteur,the sector
considération,NOM,f,20.33,la considération,consideration
cirer,VER,,20.3,cirer,wax
élancer,VER,,20.28,élancer,to launch
gorgée,NOM,f,20.27,la gorgée,the sip
crédit,NOM,m,20.27,le crédit,the credit
canapé,NOM,m,20.27,le canapé,the couch
pute,NOM,f,20.27,la pute,it stinks
volontaire,ADJ,,20.26,volontaire,voluntary
sacrifier,VER,,20.24,sacrifier,sacrifice
décorer,VER,,20.23,décorer,decorate
temple,NOM,m,20.21,le temple,the temple
prof,NOM,m,20.21,le prof,the professor
hôte,NOM,m,20.200000000000003,le hôte,the host
maladroit,ADJ,,20.2,maladroit,clumsy
notamment,ADV,,20.2,notamment,notably
punir,VER,,20.15,punir,punish
éclatant,ADJ,,20.14,éclatant,brilliant
proposition,NOM,f,20.14,la proposition,the proposal
pris,ADJ,,20.14,pris,price
bronze,NOM,m,20.14,le bronze,bronze
rôder,VER,,20.09,rôder,to prowl
célébrer,VER,,20.09,célébrer,celebrate
désespéré,ADJ,,20.08,désespéré,desperate
papillon,NOM,m,20.07,le papillon,the butterfly
flou,ADJ,,20.07,flou,vague
opéra,NOM,m,20.07,le opéra,the opera
suffisamment,ADV,,20.07,suffisamment,enough/sufficient
nostalgie,NOM,f,20.07,la nostalgie,to nostalgia
passager,NOM,m,20.06,le passager,the passenger
prudence,NOM,f,20.06,la prudence,caution
exceptionnel,ADJ,,20.06,exceptionnel,exceptional
chanteur,NOM,m,20.06,le chanteur,the singer
pudeur,NOM,f,20.06,la pudeur,modesty
rêveur,ADJ,,20.01,rêveur,dreamer
maudit,ADJ,,20.0,maudit,cursed
bidon,NOM,m,20.0,le bidon,the can
damoiseau,NOM,m,20.0,le damoiseau,the young man
sanglant,ADJ,,20.0,sanglant,bloody
manuscrit,NOM,m,20.0,le manuscrit,the manuscript
assistance,NOM,f,20.0,la assistance,assistance
collier,NOM,m,20.0,le collier,the necklace
illuminer,VER,,20.0,illuminer,illuminate
rempart,NOM,m,20.0,le rempart,the rampart
innocence,NOM,f,20.0,la innocence,the innocence
commenter,VER,,19.95,commenter,commenter
rock,NOM,m,19.94,le rock,the rock
pose,NOM,f,19.93,la pose,the pose
poêle,NOM,m,19.93,le poêle,the stove
ève,NOM,f,19.93,la ève,the eve
ruse,NOM,f,19.93,la ruse,to Russians
parfaire,VER,,19.880000000000003,parfaire,perfect
affiche,NOM,f,19.87,la affiche,the poster
négliger,VER,,19.87,négliger,neglect
personnalité,NOM,f,19.86,la personnalité,personality
calcul,NOM,m,19.86,le calcul,the calculation
opposé,ADJ,,19.8,opposé,opposite
chic,ADJ,,19.8,chic,chic
sournois,ADJ,,19.8,sournois,sneaky
délire,NOM,m,19.8,le délire,the delirium
servant,NOM,m,19.8,le servant,the servant
valet,NOM,m,19.8,le valet,the valet
bonté,NOM,f,19.8,la bonté,goodness
arroser,VER,,19.78,arroser,to water (plants)
éblouir,VER,,19.75,éblouir,dazzle
décoller,VER,,19.75,décoller,take off [aeroplane]
intriguer,VER,,19.74,intriguer,intrigue
gravement,ADV,,19.73,gravement,seriously
surprenant,ADJ,,19.73,surprenant,surprising
orchestre,NOM,m,19.73,le orchestre,the orchestra
délice,NOM,m,19.73,le délice,the delight
discrètement,ADV,,19.73,discrètement,discreetly
témoignage,NOM,m,19.73,le témoignage,the testimony
barrage,NOM,m,19.67,le barrage,the dam
courber,VER,,19.67,courber,bend
parer,VER,,19.67,parer,to stop
solennel,ADJ,,19.66,solennel,solemn
contrôle,NOM,m,19.66,le contrôle,the control
exaspérer,VER,,19.66,exaspérer,exasperate
inspecteur,NOM,m,19.66,le inspecteur,the inspector
prairie,NOM,f,19.66,la prairie,the prairie
peupler,VER,,19.66,peupler,populate
entrouvrir,VER,,19.62,entrouvrir,to open
contourner,VER,,19.61,contourner,bypass
dissiper,VER,,19.6,dissiper,dispel
raidir,VER,,19.6,raidir,stiffen
brosse,NOM,f,19.590000000000003,la brosse,the brush
dix-sept,ADJ:num,,19.59,dix-sept,seventeen
unes,PRO:ind,,19.59,unes,some
grincer,VER,,19.54,grincer,creak
bille,NOM,f,19.53,la bille,the ball
tentative,NOM,f,19.53,la tentative,the attempt
barreau,NOM,m,19.53,le barreau,the bar
talus,NOM,m,19.53,le talus,the embankment
cirque,NOM,m,19.53,le cirque,the circus
rouiller,VER,,19.48,rouiller,rust
déplier,VER,,19.47,déplier,unfold
saloperie,NOM,f,19.46,la saloperie,the crap
flacon,NOM,m,19.46,le flacon,le flacon
corne,NOM,f,19.46,la corne,the horn
correspondre,VER,,19.46,correspondre,match
rafale,NOM,f,19.46,la rafale,in gusts
clin,NOM,m,19.46,le clin,the wink
audace,NOM,f,19.46,la audace,the audacity
méfiance,NOM,f,19.46,la méfiance,distrust
rêverie,NOM,f,19.45,la rêverie,daydreaming
renouveler,VER,,19.42,renouveler,renew
clouer,VER,,19.41,clouer,nail
ramper,VER,,19.4,ramper,ramps
clandestin,ADJ,,19.4,clandestin,clandestine
amertume,NOM,f,19.39,la amertume,the bitterness
désagréable,ADJ,,19.39,désagréable,unpleasant
pelouse,NOM,f,19.39,la pelouse,the lawn
